Review,Liked,Review_cleaned,Review_lemmatized,Review_tokenized,Review_Length,polarity,sentiment
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1,the steak best seafood plate i ever had,the steak best seafood plate i ever had,"['the', 'steak', 'best', 'seafood', 'plate', 'i', 'ever', 'had']",86,0.6369,1
"Good food , good service .",1,good food good service,good food good service,"['good', 'food', 'good', 'service']",26,0.7003,1
It was absolutely amazing.,1,it absolutely amazing,it absolutely amazing,"['it', 'absolutely', 'amazing']",26,0.624,1
"I probably won't be back, to be honest.",0,i probably wont back honest,i probably wont back honest,"['i', 'probably', 'wont', 'back', 'honest']",39,-0.4023,1
will definitely be back!,1,definitely back,definitely back,"['definitely', 'back']",24,0.4019,1
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,the beef sandwich sauce excellent sandwich well,the beef sandwich sauce excellent sandwich well,"['the', 'beef', 'sandwich', 'sauce', 'excellent', 'sandwich', 'well']",83,0.7003,1
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1,delight ive tried far good,delight ive tried far good,"['delight', 'ive', 'tried', 'far', 'good']",114,0.7783,1
Went for lunch - service was slow.,0,went lunch service slow,went lunch service slow,"['went', 'lunch', 'service', 'slow']",34,0.0,0
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,we much say place walked expected amazing quickly disappointed,we much say place walked expected amazing quickly disappointed,"['we', 'much', 'say', 'place', 'walked', 'expected', 'amazing', 'quickly', 'disappointed']",122,0.1779,0
I was mortified.,0,i,i,['i'],16,0.0,0
"Needless to say, we will never be back here again.",0,needless say never back again,needle say never back again,"['needle', 'say', 'never', 'back', 'again']",50,0.0,0
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0,the food definitely not filling all price pay expect,the food definitely not filling all price pay expect,"['the', 'food', 'definitely', 'not', 'filling', 'all', 'price', 'pay', 'expect']",102,0.3182,1
"The chips that came out were dripping with grease, and mostly not edible.",0,the chips came grease not edible,the chip came grease not edible,"['the', 'chip', 'came', 'grease', 'not', 'edible']",73,0.0,0
I wasn't really impressed with Strip Steak.,0,i wasnt really impressed strip steak,i wasnt really impressed strip steak,"['i', 'wasnt', 'really', 'impressed', 'strip', 'steak']",43,-0.4158,0
Have been going since 2007 and every meal has been awesome!!,1,have going since every meal awesome,have going since every meal awesome,"['have', 'going', 'since', 'every', 'meal', 'awesome']",60,0.6249,1
Our server was very nice and attentive as were the other serving staff.,1,our server nice attentive serving staff,our server nice attentive serving staff,"['our', 'server', 'nice', 'attentive', 'serving', 'staff']",71,0.4215,1
The cashier was friendly and even brought the food out to me.,1,the cashier friendly even brought food me,the cashier friendly even brought food me,"['the', 'cashier', 'friendly', 'even', 'brought', 'food', 'me']",61,0.4939,1
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0,i work valley longer,i work valley longer,"['i', 'work', 'valley', 'longer']",107,0.0,1
The atmosphere here is fun.,1,the atmosphere fun,the atmosphere fun,"['the', 'atmosphere', 'fun']",27,0.5106,1
Would not recommend to others.,0,would not recommend others,would not recommend others,"['would', 'not', 'recommend', 'others']",30,-0.2755,0
"Service is quick and even ""to go"" orders are just like we like it!",1,service quick even to go orders like like it,service quick even to go order like like it,"['service', 'quick', 'even', 'to', 'go', 'order', 'like', 'like', 'it']",66,0.6124,1
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0,i really get fish chips terrible,i really get fish chip terrible,"['i', 'really', 'get', 'fish', 'chip', 'terrible']",88,-0.4767,0
"That said, our mouths and bellies were still quite pleased.",1,that said still quite pleased,that said still quite pleased,"['that', 'said', 'still', 'quite', 'pleased']",59,0.4927,1
Not my thing.,0,not thing,not thing,"['not', 'thing']",13,0.0,0
2 Thumbs Up!!,1,thumbs up,thumb up,"['thumb', 'up']",13,0.0,0
If you are reading this please don't go there.,0,if please dont go there,if please dont go there,"['if', 'please', 'dont', 'go', 'there']",46,0.3182,1
"I loved the grilled pizza, reminded me of legit Italian pizza.",1,i loved grilled pizza legit italian pizza,i loved grilled pizza legit italian pizza,"['i', 'loved', 'grilled', 'pizza', 'legit', 'italian', 'pizza']",62,0.5994,1
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,only large seating area nice bar area great simple drink menu the best brick oven pizza homemade,only large seating area nice bar area great simple drink menu the best brick oven pizza homemade,"['only', 'large', 'seating', 'area', 'nice', 'bar', 'area', 'great', 'simple', 'drink', 'menu', 'the', 'best', 'brick', 'oven', 'pizza', 'homemade']",118,0.9022,1
They have a really nice atmosphere.,1,they really nice atmosphere,they really nice atmosphere,"['they', 'really', 'nice', 'atmosphere']",35,0.4754,1
Tonight I had the Elk Filet special...and it sucked.,0,i filet sucked,i filet sucked,"['i', 'filet', 'sucked']",52,-0.4588,0
"After one bite, I was hooked.",1,after one bite i,after one bite i,"['after', 'one', 'bite', 'i']",29,0.0,0
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0,we ordered old new dishes going times disappointed everything,we ordered old new dish going time disappointed everything,"['we', 'ordered', 'old', 'new', 'dish', 'going', 'time', 'disappointed', 'everything']",124,-0.4767,0
"Cute, quaint, simple, honest.",1,cute simple honest,cute simple honest,"['cute', 'simple', 'honest']",29,0.743,1
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1,the chicken seasoned perfect fry outside moist chicken inside,the chicken seasoned perfect fry outside moist chicken inside,"['the', 'chicken', 'seasoned', 'perfect', 'fry', 'outside', 'moist', 'chicken', 'inside']",108,0.5719,1
"The food was great as always, compliments to the chef.",1,the food great always chef,the food great always chef,"['the', 'food', 'great', 'always', 'chef']",54,0.6249,1
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1,special recommendation order all yummy,special recommendation order all yummy,"['special', 'recommendation', 'order', 'all', 'yummy']",93,0.7269,1
Awesome selection of beer.,1,awesome selection beer,awesome selection beer,"['awesome', 'selection', 'beer']",26,0.6249,1
Great food and awesome service!,1,great food awesome service,great food awesome service,"['great', 'food', 'awesome', 'service']",31,0.8481,1
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1,one nice thing added bill since party didnt expect tip that,one nice thing added bill since party didnt expect tip that,"['one', 'nice', 'thing', 'added', 'bill', 'since', 'party', 'didnt', 'expect', 'tip', 'that']",138,0.6705,1
A FLY was in my apple juice.. A FLY!!!!!!!!,0,a fly a fly,a fly a fly,"['a', 'fly', 'a', 'fly']",43,0.0,0
The Han Nan Chicken was also very tasty.,1,the chicken also tasty,the chicken also tasty,"['the', 'chicken', 'also', 'tasty']",40,0.0,0
"As for the service, I thought it was good.",1,as service i thought good,a service i thought good,"['a', 'service', 'i', 'thought', 'good']",42,0.4404,1
"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0,the food barely lukewarm must sitting waiting server bring us,the food barely lukewarm must sitting waiting server bring u,"['the', 'food', 'barely', 'lukewarm', 'must', 'sitting', 'waiting', 'server', 'bring', 'u']",104,0.0,0
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0,bar definitely one establishment i wont,bar definitely one establishment i wont,"['bar', 'definitely', 'one', 'establishment', 'i', 'wont']",75,0.4019,1
Nicest Chinese restaurant I've been in a while.,1,nicest chinese restaurant ive while,nicest chinese restaurant ive while,"['nicest', 'chinese', 'restaurant', 'ive', 'while']",47,0.4939,1
"Overall, I like there food and the service.",1,overall i like food service,overall i like food service,"['overall', 'i', 'like', 'food', 'service']",43,0.3612,1
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1,they also serve indian bread hummus spicy sauce world,they also serve indian bread hummus spicy sauce world,"['they', 'also', 'serve', 'indian', 'bread', 'hummus', 'spicy', 'sauce', 'world']",107,0.0,0
"Probably never coming back, and wouldn't recommend it.",0,probably never coming back recommend it,probably never coming back recommend it,"['probably', 'never', 'coming', 'back', 'recommend', 'it']",54,-0.2755,0
"Friend's pasta -- also bad, he barely touched it.",0,friends pasta also bad barely it,friend pasta also bad barely it,"['friend', 'pasta', 'also', 'bad', 'barely', 'it']",49,-0.0772,0
"Try them in the airport to experience some tasty food and speedy, friendly service.",1,try experience tasty food friendly service,try experience tasty food friendly service,"['try', 'experience', 'tasty', 'food', 'friendly', 'service']",83,0.4939,1
I love the decor with the Chinese calligraphy wall paper.,1,i love decor chinese wall paper,i love decor chinese wall paper,"['i', 'love', 'decor', 'chinese', 'wall', 'paper']",57,0.6369,1
Never had anything to complain about here.,1,never anything complain here,never anything complain here,"['never', 'anything', 'complain', 'here']",42,0.2755,0
The restaurant is very clean and has a family restaurant feel to it.,1,the restaurant clean family restaurant feel it,the restaurant clean family restaurant feel it,"['the', 'restaurant', 'clean', 'family', 'restaurant', 'feel', 'it']",68,0.4019,1
It was way over fried.,0,it way fried,it way fried,"['it', 'way', 'fried']",22,0.0,0
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0,im not sure long long enough feel place,im not sure long long enough feel place,"['im', 'not', 'sure', 'long', 'long', 'enough', 'feel', 'place']",107,-0.2411,0
"When I opened the sandwich, I was impressed, but not in a good way.",0,when i sandwich i impressed not good way,when i sandwich i impressed not good way,"['when', 'i', 'sandwich', 'i', 'impressed', 'not', 'good', 'way']",67,0.1764,0
Will not be back!,0,will not back,will not back,"['will', 'not', 'back']",17,0.0,0
There was a warm feeling with the service and I felt like their guest for a special treat.,1,there warm feeling service i felt like special treat,there warm feeling service i felt like special treat,"['there', 'warm', 'feeling', 'service', 'i', 'felt', 'like', 'special', 'treat']",90,0.8519,1
An extensive menu provides lots of options for breakfast.,1,an menu lots options breakfast,an menu lot option breakfast,"['an', 'menu', 'lot', 'option', 'breakfast']",57,0.0,0
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,i always order vegetarian menu dinner options choose from,i always order vegetarian menu dinner option choose from,"['i', 'always', 'order', 'vegetarian', 'menu', 'dinner', 'option', 'choose', 'from']",104,0.0,0
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0,i watched prices portions get management attitudes,i watched price portion get management attitude,"['i', 'watched', 'price', 'portion', 'get', 'management', 'attitude']",96,0.0,0
